station,time,biomass_gC_m2
HOT,2000-02-29,0.28651715634457475
HOT,2000-03-28,0.3503060801754695
HOT,2000-03-29,0.31330939600195284
HOT,2000-04-25,0.3264331484135271
HOT,2000-05-23,0.4328044079455817
HOT,2000-05-24,0.5882271357102712
HOT,2000-05-25,0.268188077536359
HOT,2000-06-20,0.22817610327175153
HOT,2000-07-14,0.46559651923907114
HOT,2000-07-25,0.41176580313442096
HOT,2000-08-22,0.35797514916307815
HOT,2000-10-17,0.46643344986505686
HOT,2000-10-18,0.38105927862105005
HOT,2000-11-29,0.39356288504298714
HOT,2000-12-20,0.19432892464276932
HOT,2001-01-16,0.30563688667342187
HOT,2001-01-17,0.33342297082023786
HOT,2001-02-13,0.41091069405112995
HOT,2001-03-20,0.3005712173549512
HOT,2001-04-18,0.3244998960842957
HOT,2001-06-13,0.30510808090161573
HOT,2001-08-07,0.2856116351334516
HOT,2001-10-01,0.6138086572270448
HOT,2001-10-22,0.5851109995904414
HOT,2001-10-23,0.2797251381333531
HOT,2001-11-16,0.3566418641048635
HOT,2001-11-17,0.269139650557373
HOT,2001-12-14,0.0
HOT,2002-02-20,0.315947930605894
HOT,2002-03-12,0.1812659395892724
HOT,2002-05-20,0.36809494678550014
HOT,2002-06-29,0.3866535770803283
HOT,2002-08-27,0.5011939163528015
HOT,2002-12-13,0.200814060181568
HOT,2003-01-16,0.1846939487173788
HOT,2003-01-17,0.25478363566415585
HOT,2003-02-25,0.35211578566346435
HOT,2003-03-28,0.0
HOT,2003-05-20,0.19851292441010945
HOT,2003-07-19,0.43893251371823194
HOT,2003-10-14,0.4363611369056483
HOT,2003-10-15,0.3275898440292504
HOT,2003-12-19,0.3294983313125165
HOT,2003-12-20,0.2869828425933683
HOT,2004-01-21,0.19129386980206703
HOT,2004-01-22,0.0
HOT,2004-02-24,0.3312990813523088
HOT,2004-06-15,0.4117775301812153
HOT,2004-06-16,0.6105364642867324
HOT,2004-08-15,0.2804870681365462
HOT,2004-09-28,0.4467508250600519
HOT,2004-10-30,0.41411072092885326
HOT,2004-11-27,0.25285804615568197
HOT,2004-12-19,0.276067476762603
HOT,2004-12-20,0.17042325963147936
HOT,2005-02-02,0.3053437758037879
HOT,2005-08-14,0.49627432555725143
HOT,2005-11-12,0.33849207798373715
HOT,2005-11-13,0.31813372266099704
HOT,2005-12-13,0.20172930458117294
HOT,2006-02-15,0.23656223671661314
HOT,2006-02-16,0.2308281391272876
HOT,2006-03-10,0.2159639026597269
HOT,2006-03-11,0.1954975316192758
HOT,2006-04-02,0.32303509938008657
HOT,2006-04-03,0.3930572328838687
HOT,2006-06-14,0.4133152902935662
HOT,2006-06-15,0.2527775120302848
HOT,2006-07-13,0.22785745342247393
HOT,2006-08-09,0.6254197770430958
HOT,2006-08-10,0.5350421084780297
HOT,2006-09-17,0.3911351816899814
HOT,2006-10-20,0.13427029971695334
HOT,2006-10-21,0.2724947896230385
HOT,2006-10-22,0.36139770847262354
HOT,2007-03-21,0.35073297577957147
HOT,2007-03-22,0.34979874329155586
HOT,2007-05-05,0.7092796439007726
HOT,2007-06-10,0.4212380096021511
HOT,2007-08-04,0.800255843734506
HOT,2007-08-05,0.8739056733804833
HOT,2007-09-03,0.39869568360084423
HOT,2007-09-04,0.5911286008578898
HOT,2007-10-03,0.4325642340337678
HOT,2007-10-04,0.39941340020914345
HOT,2007-12-03,0.16322628357996868
HOT,2007-12-21,0.26706169844329725
HOT,2007-12-22,0.22445273974279298
HOT,2008-01-30,0.15485948117395734
HOT,2008-01-31,0.11145917949224227
HOT,2008-02-24,0.2329787993979734
HOT,2008-02-25,0.39231149299049567
HOT,2008-05-28,0.3382169943685586
HOT,2008-05-29,0.2770291483053779
HOT,2008-06-26,0.45967550838179855
HOT,2008-06-27,0.7486103233779322
HOT,2008-07-27,0.8541466758455907
HOT,2008-08-16,0.29281381162116354
HOT,2008-08-17,0.30504623753310667
HOT,2008-10-10,0.28446018571004567
HOT,2008-11-30,0.4855008130971173
HOT,2008-12-01,0.37331830672313526
HOT,2009-01-21,0.15435370746843
HOT,2009-02-18,0.2803885763905523
HOT,2009-05-27,0.6315251570919856
HOT,2009-05-28,0.5203061797715843
HOT,2009-07-04,0.7165954842785
HOT,2009-07-25,0.44125501155579017
HOT,2009-07-26,0.40404626826076595
HOT,2009-08-18,0.3167810403682697
HOT,2009-09-24,0.45152543873530826
HOT,2009-09-25,0.12663500100957412
HOT,2009-11-03,0.10875595894078957
HOT,2009-11-04,0.10521004837350921
HOT,2009-12-09,0.44988795384451896
HOT,2009-12-10,0.2570192428243128
HOT,2010-04-06,0.35684545784690036
HOT,2010-04-07,0.22203674654295852
HOT,2010-05-17,0.3540889202879334
HOT,2010-05-18,0.11860136805532835
HOT,2010-06-07,0.22389953742818947
HOT,2010-07-08,0.3141205733872449
HOT,2010-09-02,0.4289921077614145
HOT,2010-09-03,0.3006073432601468
HOT,2010-10-01,0.1610102167903429
HOT,2010-10-02,0.23503081759414882
HOT,2010-10-03,0.2839385181302339
HOT,2011-01-08,0.10597498023946275
HOT,2011-01-27,0.7589295248193655
HOT,2011-01-28,0.32657259708293745
HOT,2011-02-27,0.2425500297875288
HOT,2011-02-28,0.2690028475718756
HOT,2011-04-10,0.32417946272545306
HOT,2011-04-11,0.45942798011154407
HOT,2011-05-08,0.23399027284260154
HOT,2011-05-09,0.25988796553683313
HOT,2011-08-29,0.6079363341926904
HOT,2011-09-25,1.236165636285
HOT,2011-09-26,1.1456090978890932
HOT,2012-01-18,0.21490222104089762
HOT,2012-05-30,0.4477904527012929
HOT,2012-07-30,0.49886999781198815
HOT,2012-07-31,0.40168098743006037
HOT,2012-08-17,0.21656299927010064
HOT,2012-09-14,0.3809919761049235
HOT,2012-10-07,0.3310324482546602
HOT,2012-10-08,0.37146048905342444
HOT,2012-12-03,0.22580555279088152
HOT,2012-12-04,0.2767752201772778
HOT,2013-02-12,0.33936955160467963
HOT,2013-02-13,0.16108050094963988
HOT,2013-03-06,0.2529812465374748
HOT,2013-03-07,0.4264607287196247
HOT,2013-04-05,0.20805372609641826
HOT,2013-04-06,0.38907581141736824
HOT,2013-06-25,0.8055435202276846
HOT,2013-06-26,0.7968718033322653
HOT,2013-10-27,0.6962338779768616
HOT,2013-10-28,0.6031511637868835
HOT,2013-11-26,0.44683374115140434
HOT,2013-11-27,0.5286145113942352
HOT,2014-01-15,0.20450164995432477
HOT,2014-01-16,0.23356639713229765
HOT,2014-02-14,0.13726643258434784
HOT,2014-02-15,0.30848229571529484
HOT,2014-03-05,0.2425250724347231
HOT,2014-03-06,0.2786834484943813
HOT,2014-04-10,0.5317237988511448
HOT,2014-06-01,0.3730610765509804
HOT,2014-06-30,0.5062998701760575
HOT,2014-07-01,0.5543389476273102
HOT,2014-10-13,0.29858594341903527
HOT,2014-10-14,0.46853316057600425
HOT,2014-12-16,0.24864119018113198
HOT,2014-12-17,0.23460674145318933
HOT,2015-02-24,0.3943043000824
HOT,2015-03-28,0.18146441545724387
HOT,2015-03-29,0.3340888269846111
HOT,2015-04-21,0.5157926178169093
HOT,2015-05-23,0.4192314230037597
HOT,2015-05-24,0.3794269477156155
HOT,2015-06-19,0.6695805828762962
HOT,2015-06-20,0.5638637575950497
HOT,2015-08-12,0.6369831594204863
HOT,2015-10-13,0.38593162387177427
HOT,2015-10-14,0.4042533114146245
HOT,2016-04-15,0.24243694671388086
HOT,2016-05-29,0.39097370798565867
HOT,2016-11-28,0.1573049472844002
HOT,2017-02-24,0.21188896827891726
HOT,2017-02-25,0.0794663112498747
HOT,2017-03-28,0.3108446636553727
HOT,2017-04-25,0.4198483102612282
HOT,2017-04-26,0.32534029717592733
HOT,2017-05-23,0.4375019604630895
HOT,2017-05-24,0.386310391695952
HOT,2017-06-20,0.39997362625382304
HOT,2017-06-21,0.29144669742432044
HOT,2017-08-09,0.18318054666695277
HOT,2017-10-06,0.49446387904771916
HOT,2017-10-07,0.2604720964074499
HOT,2017-11-09,0.3035150573260535
HOT,2017-12-12,0.17913210867611268
HOT,2017-12-13,0.17056884404347997
HOT,2018-02-25,0.16465714198876716
HOT,2018-04-17,0.40159026794679853
HOT,2018-04-18,0.16395682586563165
HOT,2018-05-15,0.2110422374689312
HOT,2018-06-26,0.14335718968922972
HOT,2018-07-24,0.4059219246113194
HOT,2018-07-25,0.5570522427380129
HOT,2018-11-16,0.25638452945736506
HOT,2018-11-17,0.2573535840427973
HOT,2019-05-02,0.4822338783209278
HOT,2019-06-11,0.31271769994499904
HOT,2019-06-12,0.3117468747941976
HOT,2019-08-03,0.2896752203163525
HOT,2019-10-17,0.5990325888554326
HOT,2020-09-27,0.2827323343077024
HOT,2020-11-18,0.37154285995028147
HOT,2020-12-18,0.2586336320486918
HOT,2021-02-16,0.1991477331316044
HOT,2021-05-16,0.4258992902947955
HOT,2021-06-22,0.8453154475297927
HOT,2021-07-16,0.2861414973748561
HOT,2022-07-30,0.6346919494374796
